Date ,OPEN ,HIGH ,LOW ,close ,VOLUME 
20/09/2022,1407.95,1413.55,1385.1,1388.55,7219797
21/09/2022,1379.9,1388.8,1368.4,1377.25,7917054
22/09/2022,1366.35,1383.95,1360,1367.95,9168498
23/09/2022,1367.5,1394.8,1362,1365.45,10426200
26/09/2022,1360,1399.45,1355,1380.25,9414587
27/09/2022,1393.45,1406.5,1378,1393.55,8561254
28/09/2022,1379,1405.85,1377,1394.7,7022098
29/09/2022,1404.9,1409.85,1393,1398.65,6119965
30/09/2022,1388.95,1419.3,1376,1413.45,8120130
03/10/2022,1412,1412,1386,1393.75,4943169
04/10/2022,1419.7,1432.25,1414,1429.4,6631341
06/10/2022,1445,1459.8,1444.1,1455.15,6180672
07/10/2022,1446.35,1457.85,1440.15,1451.2,3994466
10/10/2022,1426.35,1465,1426.35,1462.65,5274677
11/10/2022,1462.65,1479.65,1420.1,1423.8,12824774
12/10/2022,1437,1441.1,1413.55,1428.7,5481467
13/10/2022,1431,1437.95,1415,1419.9,4821514
14/10/2022,1485,1494,1467.25,1474.25,14990688
17/10/2022,1476.9,1495,1475.5,1489.95,4286396
18/10/2022,1510,1510.95,1497.25,1503.7,4692004
19/10/2022,1504,1504.95,1481.3,1485.45,3553171
20/10/2022,1475,1504,1474.2,1500.9,4583939
21/10/2022,1500.3,1506,1491.35,1500.5,3594485
24/10/2022,1518.5,1521.8,1511,1517.85,982837
25/10/2022,1528.1,1532.9,1521.05,1526.3,3914341
27/10/2022,1530.8,1534.9,1512.5,1523.95,6760137
28/10/2022,1526,1527.95,1507,1513.25,3053981
31/10/2022,1530.25,1546.4,1530.25,1537.65,4542336
01/11/2022,1553.05,1575,1547.1,1573,4542692
02/11/2022,1572,1572.75,1545,1553.3,2938906
03/11/2022,1538.75,1543.9,1521.65,1530.75,3174027
04/11/2022,1520.45,1520.45,1501.15,1514,4509682
07/11/2022,1521.4,1527.9,1491.1,1507.45,4898592
09/11/2022,1529,1529,1501.1,1511.2,3334755
10/11/2022,1485,1512,1485,1501.95,3435763
11/11/2022,1546.65,1573.5,1546.65,1570.1,7214098
14/11/2022,1575.15,1591.4,1568.45,1585.3,4908813
15/11/2022,1577.85,1597.85,1572.75,1594,3497614
16/11/2022,1597.15,1609,1593.5,1602.8,4497697
17/11/2022,1597.2,1602.8,1582.95,1587.4,3469515
18/11/2022,1591.7,1598,1575.5,1593.4,3126064
21/11/2022,1582.1,1587.85,1564.05,1568.2,3071764
22/11/2022,1569,1588,1562,1585.05,3399329
23/11/2022,1588.9,1592,1579.3,1583.15,3245067
24/11/2022,1589,1636,1584.75,1629.8,5282215
25/11/2022,1631.4,1644,1613.8,1635.65,4563255
28/11/2022,1628,1653.5,1620,1623.4,3825766
29/11/2022,1621.2,1638.75,1615.05,1629.05,3131710
30/11/2022,1619.95,1645.75,1613.15,1634.95,11868134
01/12/2022,1656.2,1672.6,1652.3,1657.1,5407928
02/12/2022,1656,1661.8,1633.95,1637.9,4283343
05/12/2022,1638,1644.85,1623.3,1639.75,3824966
06/12/2022,1625,1626,1607.55,1612.9,4822398
07/12/2022,1608,1623.8,1596.7,1605.5,4898087
08/12/2022,1605.5,1623.9,1598.5,1620.15,4206837
09/12/2022,1628,1628,1561.1,1569.3,8880658
12/12/2022,1550,1565.95,1530.05,1547.2,8037679
13/12/2022,1547.2,1577.5,1541.15,1572.15,6135067
14/12/2022,1582,1588.5,1573,1579.4,4976020
15/12/2022,1569.3,1570,1535.25,1540.5,6443866
16/12/2022,1525,1549.5,1512.05,1522.2,9630453
19/12/2022,1507.95,1516.9,1495.05,1507.35,6222740
20/12/2022,1501,1516,1482.45,1507.3,7396259
21/12/2022,1515,1521,1502.35,1509.55,6236361
22/12/2022,1521.5,1529.95,1511.75,1522.05,6302640
23/12/2022,1508.7,1509.9,1493,1497.1,6283822
26/12/2022,1500.5,1509.9,1496.35,1502.4,4115459
27/12/2022,1509.95,1521.45,1497.5,1514.85,4860076
28/12/2022,1505.1,1524.95,1498.5,1510.15,5029860
29/12/2022,1504,1521.3,1501,1517.55,4624745
30/12/2022,1528,1530.4,1504.05,1508.2,5060544
02/01/2023,1514,1526.5,1504.05,1524,3801140
03/01/2023,1519.85,1532.65,1515.1,1522.55,4551130
04/01/2023,1521,1521,1491.1,1494.8,7059590
05/01/2023,1505.9,1505.9,1469.25,1475.2,9868404
06/01/2023,1470,1475,1446.5,1448.5,6443714
09/01/2023,1448.2,1489.35,1448.2,1484.45,11498717
10/01/2023,1482,1483.9,1454.05,1469.75,7158624
11/01/2023,1470,1494,1464,1471.25,6173092
12/01/2023,1481.95,1485,1455,1480.6,6591385
13/01/2023,1483.5,1519.4,1468,1503.65,11610426
16/01/2023,1510,1528,1502.3,1525.5,6073063
17/01/2023,1527,1542.2,1524,1539.5,5922644
18/01/2023,1544.75,1551.85,1539.6,1545.4,5843098
19/01/2023,1539.9,1549.55,1526.15,1538.9,6165284
20/01/2023,1538,1545,1524,1525.55,6496429
23/01/2023,1535,1553.3,1528.1,1548,4855020
24/01/2023,1560,1568.8,1549.75,1551.9,5200802
25/01/2023,1547,1556,1538.75,1543,4158617
27/01/2023,1546,1550.95,1507.4,1519.15,6209955
30/01/2023,1528.8,1544,1520,1538.8,6964719
31/01/2023,1548.9,1548.9,1513,1533.75,9448126
01/02/2023,1542.2,1555.05,1528.05,1551.1,6194199
